http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","NLG/USD","XCD/USD","EGP/USD","EEK/USD","EUR/USD","FJD/USD","FIM/USD","FRF/USD","XAF/USD","XPF/USD","DEM/USD","GHS/USD","XAU/USD","GRD/USD","HNL/USD","HKD/USD","HUF/USD","ISK/USD","INR/USD","IDR/USD"
"Feb 1997",1.8822,2.7001,3.3905,,0.86263,1.4142,4.9775,5.6566,,,1.6756,,0.00288856,262.50,,7.7461,173.47,70.239,35.822,2381.7
"Mar 1997",1.9074,2.7001,3.3875,,0.87249,1.4003,5.0637,5.7176,,,1.6952,,0.00284347,266.79,,7.7450,176.82,70.922,35.819,2399.3
"Apr 1997",1.9251,2.7000,3.3887,,0.87667,1.4088,5.1328,5.7660,,,1.7117,,0.00290303,270.52,,7.7474,179.83,70.983,35.764,2411.6
"May 1997",1.9154,2.7000,3.3889,,0.87346,1.4082,5.1370,5.7444,,,1.7033,,0.00290752,271.67,,7.7423,181.43,70.291,35.779,2433.6
"Jun 1997",1.9440,2.7000,3.3894,,0.88353,1.4147,5.1733,5.8313,,,1.7277,,0.00293411,273.74,,7.7434,185.06,70.243,35.765,2427.9
"Jul 1997",2.0200,2.7000,3.3883,,0.90906,1.4242,5.3122,6.0540,,,1.7946,,0.00308668,281.42,,7.7446,192.30,70.932,35.686,2509.0
"Aug 1997",2.0707,2.6999,3.3921,,0.93392,1.4394,5.5024,6.1958,,,1.8383,,0.00308573,288.13,,7.7429,197.65,72.413,35.871,2735.0
"Sep 1997",2.0115,2.7000,3.3938,,0.91008,1.4587,5.3422,6.0026,,,1.7858,,0.00309865,281.62,,7.7436,195.49,71.508,36.334,2994.3
"Oct 1997",1.9791,2.7000,3.3965,,0.89355,1.4588,5.2625,5.8940,,,1.7572,,0.00308344,276.69,,7.7354,195.64,71.478,36.186,3565.6
"Nov 1997",1.9550,2.6999,3.3953,,0.87587,1.4829,5.2230,5.8068,,,1.7337,,0.00327223,272.03,,7.7304,196.59,71.014,37.191,3448.2
"Dec 1997",2.0046,2.6998,3.3993,,0.89849,1.5257,5.3738,5.9543,,,1.7786,,0.00346264,279.86,,7.7451,201.57,71.756,39.115,4797.8
"Jan 1998",2.0486,2.6962,3.4029,,0.91988,1.7038,5.4994,6.0854,,,1.8173,,0.00346025,287.28,,7.7407,206.23,72.883,39.104,9743.0
"Feb 1998",2.0439,2.7001,3.4009,,0.91798,1.9053,5.4975,6.0792,,,1.8131,,0.00336051,286.68,,7.7400,207.88,72.259,38.809,9045.3
"Mar 1998",2.0592,2.6999,3.4087,,0.92072,1.9089,5.5431,6.1248,,,1.8271,,0.00338066,305.61,,7.7450,210.77,72.528,39.457,9536.2
"Apr 1998",2.0409,2.7001,3.4114,,0.91427,1.9404,5.5005,6.0763,,,1.8129,,0.00324284,315.51,,7.7482,211.46,71.867,39.583,8056.7
"May 1998",1.9991,2.7001,3.4119,,0.90016,1.9740,5.3900,5.9483,,,1.7740,,0.00334117,306.67,,7.7482,210.75,71.288,40.340,10078.7
"Jun 1998",2.0207,2.7001,3.4075,,0.90722,2.0296,5.4463,6.0110,,,1.7927,,0.00342578,304.00,,7.7458,215.87,71.325,42.130,13531.7
"Jul 1998",2.0252,2.7000,3.4132,,0.90892,2.0160,5.4602,6.0236,,,1.7968,,0.00341688,298.98,,7.7473,217.64,71.508,42.450,13995.9
"Aug 1998",2.0151,2.6999,3.4161,,0.90547,2.0710,5.4330,5.9899,,,1.7869,,0.00352272,301.48,,7.7484,221.69,71.643,42.666,12127.3
"Sep 1998",1.9163,2.7003,3.4052,,0.86340,2.0441,5.1694,5.6965,,,1.6986,,0.00346184,292.29,,7.7476,220.15,69.927,42.446,11032.5
"Oct 1998",1.8474,2.6999,3.4050,,0.83147,1.9809,4.9826,5.4931,,,1.6380,,0.00337930,281.64,,7.7473,215.84,68.510,42.251,8566.7
"Nov 1998",1.8973,2.7000,3.4093,,0.85575,1.9510,5.1148,5.6430,,,1.6829,,0.00340143,282.68,,7.7428,217.62,69.994,42.334,7785.4
"Dec 1998",1.8810,2.6998,3.4183,,0.85024,1.9796,5.0739,5.5967,559.67,101.751,1.6689,0.23500,0.00344012,280.12,13.894,7.7458,217.29,69.651,42.551,7629.9
"Jan 1999",1.9007,2.6998,3.4174,,0.86252,1.9556,5.1283,5.6578,565.93,102.895,1.6869,0.23543,0.00348469,278.73,13.994,7.7471,215.99,69.475,42.496,8372.0
"Feb 1999",1.9669,2.6998,3.4081,,0.89254,1.9522,5.3068,5.8547,585.47,106.448,1.7457,0.23707,0.00348034,287.33,13.980,7.7487,223.25,71.025,42.476,8655.8
"Mar 1999",2.0243,2.6998,3.3797,,0.91860,1.9851,5.4617,6.0256,602.56,109.556,1.7966,0.24039,0.00350248,296.42,13.896,7.7497,232.64,72.210,42.440,8823.9
"Apr 1999",2.0601,2.6997,3.3636,,0.93482,1.9737,5.5582,6.1320,613.21,111.488,1.8283,0.24627,0.00354194,304.00,14.096,7.7498,235.25,73.110,42.726,8564.2
"May 1999",2.0747,2.6997,3.3724,,0.94145,1.9499,5.5976,6.1755,617.53,112.270,1.8413,0.23556,0.00361716,305.70,14.137,7.7533,234.97,73.816,42.785,7928.0
"Jun 1999",2.1237,,3.3734,,0.96367,1.9749,5.7297,6.3213,632.15,114.932,1.8848,0.25410,0.00382823,312.24,14.226,7.7581,239.81,74.340,43.100,7361.2
"Jul 1999",2.1257,2.6997,3.4072,,0.96461,1.9734,5.7353,6.3274,632.72,115.036,1.8866,0.26088,0.00392385,313.62,14.298,7.7596,241.09,74.479,43.290,6732.7
"Aug 1999",2.0783,,3.4100,,0.94311,1.9619,5.6074,6.1864,618.66,112.482,1.8446,0.26613,0.00389964,307.90,14.350,7.7640,238.99,72.896,43.456,7428.8
"Sep 1999",2.0992,,3.4141,,0.95260,1.9570,5.6639,6.2486,624.84,113.614,1.8631,0.27256,0.00377393,311.47,14.419,7.7654,242.84,72.566,43.526,8261.3
"Oct 1999",2.0585,,3.4092,,0.93412,1.9504,5.5541,6.1275,612.73,111.392,1.8270,0.28639,0.00323678,307.68,14.435,7.7693,240.31,70.771,43.467,7493.8
"Nov 1999",2.1349,,3.4099,,0.96879,1.9737,5.7602,6.3548,635.48,115.546,1.8948,0.33052,0.00341390,318.50,14.498,7.7712,246.58,71.917,43.391,6963.3
"Dec 1999",2.1792,,3.4174,,0.98889,1.9835,5.8797,6.4867,648.67,117.935,1.9341,0.35356,0.00353157,326.06,14.578,7.7726,251.12,72.508,43.457,7125.7
"Jan 2000",2.1765,,3.4178,,0.98764,1.9590,5.8723,6.4785,647.85,117.792,1.9317,0.35471,0.00352051,327.01,14.601,7.7801,251.23,72.427,43.536,7230.3
"Feb 2000",2.2406,,3.4206,,1.01674,2.0197,6.0453,6.6694,666.97,121.263,1.9886,0.36390,0.00334886,338.82,14.674,7.7813,260.17,73.139,43.603,7391.4
"Mar 2000",2.2848,,3.4355,,1.03682,2.0451,6.1646,6.8011,680.10,123.648,2.0278,0.40293,0.00349808,346.06,14.688,7.7845,265.91,73.638,43.583,7424.5
"Apr 2000",2.3318,,3.4258,,1.05815,2.0606,6.2915,6.9410,694.11,126.207,2.0696,0.44125,0.00357896,354.42,14.732,7.7877,272.94,73.939,43.634,7743.3
"May 2000",2.4297,,3.4416,,1.10257,2.1188,6.5556,7.2324,728.56,132.462,2.1564,0.45601,0.00363980,371.18,14.733,7.7906,285.26,76.456,44.005,8301.5
"Jun 2000",2.3183,,3.4575,,1.05201,2.0807,6.2550,6.9007,,,2.0576,0.51211,0.00350157,354.10,14.763,7.7932,272.81,76.124,44.685,8561.1
"Jul 2000",2.3481,,3.4685,,1.06553,2.0970,6.3353,6.9894,,,2.0840,0.58301,0.00353790,358.91,14.850,7.7966,276.66,78.227,44.772,9158.4
"Aug 2000",2.4371,,3.4932,,1.10592,2.1254,6.5755,7.2543,,,2.1630,0.62982,0.00364426,372.83,14.790,7.7994,287.78,80.073,45.685,8440.4
"Sep 2000",2.5347,,3.5340,,1.15018,2.1981,6.8386,7.5447,,,2.2495,0.64660,0.00365574,389.57,14.921,7.7983,301.89,83.266,45.873,8616.1
"Oct 2000",2.5855,,3.6921,,1.17324,2.2543,6.9757,7.6959,,,2.2946,0.66261,0.00369684,398.03,14.985,7.7975,307.64,85.300,46.354,8905.7
"Nov 2000",2.5801,,3.7870,,1.17082,2.2676,6.9614,7.6801,,,2.2899,0.67757,0.00376510,398.20,15.059,7.7989,308.94,87.655,46.768,9314.3
"Dec 2000",2.4583,,3.8086,,1.11552,2.2049,6.6326,7.3174,,,2.1818,0.68818,0.00368783,380.09,15.116,7.7989,295.17,86.262,46.737,9407.1
"Jan 2001",2.3498,,3.8381,,1.06628,2.1707,6.3398,6.9944,,,2.0855,0.69233,0.00376285,363.34,15.135,7.7996,282.94,85.166,46.538,9435.9
"Feb 2001",2.3941,,3.8552,,1.08641,2.2104,6.4595,7.1264,,,2.1248,0.69396,0.00382312,370.20,15.195,7.7997,288.21,86.073,46.510,9494.4
"Mar 2001",2.4271,,3.8571,,1.10138,2.2645,6.5485,7.2246,,,2.1541,0.71037,0.00380688,375.29,15.245,7.7998,293.28,87.791,46.604,9774.0
"Apr 2001",2.4682,,3.8656,,1.12003,2.3040,6.6594,7.3469,,,2.1906,0.71989,0.00383814,381.65,15.331,7.7992,298.71,93.403,46.739,11053.3
"May 2001",2.5203,,3.8896,,1.14366,2.2625,6.7999,7.5019,,,2.2368,0.73439,0.00368288,389.70,15.355,7.7997,295.54,100.561,46.905,11269.0
"Jun 2001",2.5835,,3.8644,,1.17232,2.2836,6.9703,7.6899,,,2.2929,0.72337,0.00370397,399.47,15.418,7.7995,289.66,104.743,47.002,11274.1
"Jul 2001",2.5584,,3.9277,,1.16095,2.3064,6.9027,7.6153,,,2.2706,0.71650,0.00374124,395.59,15.487,7.7998,288.81,101.998,47.132,10815.2
"Aug 2001",2.4424,,4.1808,,1.10833,2.2476,6.5898,7.2702,,,2.1677,0.70980,0.00366919,377.66,15.521,7.7996,277.73,98.536,47.121,8926.9
"Sep 2001",2.4172,,4.2379,,1.09690,2.2718,6.5218,7.1952,,,2.1453,0.71029,0.00353403,373.77,15.577,7.7997,281.03,100.187,47.652,9319.5
"Oct 2001",2.4347,,4.2386,,1.10483,2.2820,6.5690,7.2472,,,2.1609,0.71858,0.00354427,376.47,15.679,7.7997,281.58,102.564,48.006,10080.1
"Nov 2001",2.4823,,4.2642,,1.12644,2.2711,6.6975,7.3890,,,2.2031,0.71412,0.00362754,383.83,15.797,7.7994,283.11,107.396,47.993,10557.8
"Dec 2001",2.4708,,4.4243,,1.12118,2.2784,6.6662,7.3545,,,2.1928,0.72286,0.00362657,382.04,15.867,7.7987,276.98,104.483,47.881,10273.1
"Jan 2002",2.4952,,4.6102,,1.13228,2.2779,6.7323,7.4273,,,2.2146,0.73051,0.00355281,385.83,15.962,7.7989,275.93,102.465,48.296,10397.7
"Feb 2002",2.5309,,4.6193,,1.14848,2.2951,6.8286,7.5336,,,2.2462,0.74180,0.00338700,391.35,16.064,7.7994,279.47,101.202,48.658,10233.4
"Mar 2002",2.5131,,4.6171,,1.14039,2.2593,6.7804,7.4805,,,2.2304,0.74528,0.00339606,388.59,16.147,7.7995,278.91,100.357,48.713,9914.4
"Apr 2002",2.4871,,4.6211,,1.12861,2.2286,6.7104,7.4032,,,2.2074,0.76741,0.00330832,384.57,16.223,7.7995,273.35,97.105,48.889,9496.6
"May 2002",2.4036,,4.6093,,1.09070,2.1803,6.4850,7.1545,,,2.1332,0.78278,0.00318069,371.66,16.299,7.7993,265.46,91.921,48.963,9130.3
"Jun 2002",2.3052,,4.6214,,1.04604,2.1085,6.2195,6.8616,,,2.0459,0.79286,0.00311678,356.44,16.392,7.7998,254.04,89.246,48.933,8711.8
"Jul 2002",2.2194,,4.6354,,1.00711,2.1159,5.9880,6.6062,,,1.9697,0.76851,0.00319426,343.17,16.455,7.7999,248.21,85.393,48.740,8976.7
"Aug 2002",2.2538,,4.6085,,1.02274,2.1537,6.0809,6.7087,,,2.0003,0.81962,0.00322064,348.50,16.545,7.7999,250.67,86.207,48.559,8916.6
"Sep 2002",2.2469,,4.6229,,1.01962,2.1420,6.0624,6.6882,,,1.9942,0.82104,0.00313103,347.43,16.635,7.7998,248.34,87.421,48.409,8961.7
"Oct 2002",2.2457,,4.6227,,1.01904,2.1326,6.0589,6.6844,,,1.9931,0.82182,0.00316262,347.24,16.720,7.7993,247.83,87.778,48.345,9134.3
"Nov 2002",2.2015,,4.6285,,0.99900,2.0943,5.9398,6.5530,,,1.9539,0.82172,0.00313842,340.41,16.796,7.7991,237.91,86.082,48.237,9061.4
"Dec 2002",2.1640,,4.6175,,0.98198,2.0761,5.8386,6.4414,,,1.9206,0.82839,0.00300246,334.61,16.873,7.7985,231.68,83.409,48.106,8923.3
"Jan 2003",2.0743,,4.6666,,0.94128,2.0128,5.5966,6.1744,,,1.8410,0.82374,0.00279882,320.74,16.960,7.7992,226.53,79.492,47.901,8888.9
"Feb 2003",2.0437,,5.5117,,0.92737,1.9917,5.5139,6.0832,,,1.8138,0.83513,0.00279442,316.00,17.032,7.7994,227.12,77.723,47.704,8888.4
"Mar 2003",2.0412,,5.6883,,0.92627,1.9790,5.5074,6.0760,,,1.8116,0.83663,0.00294240,315.63,17.105,7.7989,227.47,78.053,47.619,8924.6
"Apr 2003",2.0291,,5.8304,,0.92079,1.9643,5.4748,6.0400,,,1.8009,0.84820,0.00304305,313.76,17.175,7.7994,225.86,76.791,47.344,8801.4
"May 2003",1.9061,,5.9518,,0.86494,1.8834,5.1427,5.6736,,,1.6917,0.84589,0.00282410,294.73,17.227,7.7989,212.51,72.981,47.061,8426.0
"Jun 2003",1.8877,,5.9901,,0.85660,1.8574,5.0931,5.6189,,,1.6754,0.84704,0.00280816,291.89,17.291,7.7986,224.21,74.034,46.650,8224.3
"Jul 2003",1.9397,,6.1076,,0.88020,1.8639,5.2335,5.7738,,,1.7215,0.84912,0.00285153,299.93,17.376,7.7990,231.96,77.233,46.166,8344.3
"Aug 2003",1.9774,,6.1316,,0.89730,1.8797,5.3351,5.8859,,,1.7550,0.85606,0.00276938,305.75,17.390,7.7992,232.32,79.834,45.906,8508.1
"Sep 2003",1.9564,2.6700,6.1141,,0.88779,1.8652,5.2786,5.8235,582.32,105.942,1.7364,0.85952,0.00263801,302.51,17.525,7.7845,226.49,78.885,45.803,8449.7
"Oct 2003",1.8812,2.6700,6.1260,,0.85365,1.8078,5.0756,5.5996,559.94,101.868,1.6696,0.85716,0.00263739,290.88,17.592,7.7421,218.37,76.236,45.361,8437.4
"Nov 2003",1.8806,2.6700,6.1497,,0.85338,1.7761,5.0739,5.5978,559.78,101.847,1.6691,0.86698,0.00256553,290.79,17.670,7.7636,221.27,75.652,45.531,8503.0
"Dec 2003",1.7931,2.6700,6.1582,,0.81369,1.7338,4.8380,5.3375,533.75,97.096,1.5914,0.86673,0.00245300,277.27,17.723,7.7641,215.48,72.942,45.546,8488.1
"Jan 2004",1.7455,2.6700,6.1801,,0.79208,1.6849,4.7095,5.1957,519.57,94.523,1.5492,0.87269,0.00241708,269.90,17.780,7.7660,209.23,69.430,45.412,8389.3
"Feb 2004",1.7426,2.6700,6.1806,,0.79074,1.6687,4.7015,5.1869,518.70,94.360,1.5465,0.87785,0.00247573,269.44,17.853,7.7742,207.51,68.551,45.234,8435.1
"Mar 2004",1.7972,2.6700,6.2225,,0.81554,1.7137,4.8490,5.3496,534.96,97.318,1.5951,0.88233,0.00246114,277.90,17.939,7.7927,206.44,71.082,44.943,8582.5
"Apr 2004",1.8389,2.6700,6.2144,,0.83447,1.7295,4.9615,5.4737,547.39,99.584,1.6321,0.88236,0.00247878,284.34,18.018,7.7967,208.81,73.060,43.872,8626.3
"May 2004",1.8350,2.6700,6.2128,,0.83267,1.7850,4.9509,5.4620,546.20,99.369,1.6286,0.89129,0.00260451,283.73,18.100,7.7970,210.65,73.262,45.150,9007.2
"Jun 2004",1.8144,2.6700,6.2129,,0.82332,1.7842,4.8952,5.4006,540.05,98.243,1.6103,0.89779,0.00255399,280.54,18.166,7.7975,208.29,72.115,45.471,9395.7
"Jul 2004",1.7960,2.6700,6.2230,,0.81498,1.7524,4.8457,5.3459,534.57,97.254,1.5940,0.90163,0.00251333,277.70,18.237,7.7998,203.47,71.413,46.019,9019.9
"Aug 2004",1.8065,2.6700,6.2147,,0.81976,1.7541,4.8741,5.3773,537.72,97.831,1.6033,0.90112,0.00248969,279.33,18.325,7.7994,203.70,71.386,46.296,9244.4
"Sep 2004",1.8026,2.6701,6.2276,,0.81798,1.7595,4.8635,5.3656,536.57,97.606,1.5998,0.90206,0.00246289,278.73,18.407,7.7993,202.46,71.677,46.019,9180.8
"Oct 2004",1.7622,2.6715,6.2355,,0.79966,1.7152,4.7546,5.2454,524.52,95.427,1.5640,0.90196,0.00237638,272.48,18.481,7.7888,197.25,70.038,45.741,9101.7
"Nov 2004",1.6945,2.6700,6.2296,,0.76892,1.6629,4.5718,5.0438,504.37,91.757,1.5039,0.90287,0.00227517,262.01,18.530,7.7756,188.66,66.924,45.062,9009.1
"Dec 2004",1.6466,2.6700,6.2146,,0.74718,1.6539,4.4426,4.9012,490.11,89.158,1.4614,0.90210,0.00226429,254.60,18.588,7.7763,183.80,62.712,43.896,9226.1
"Jan 2005",1.6823,2.6699,5.8965,,0.76339,1.6625,4.5389,5.0075,500.74,91.095,1.4931,0.90166,0.00236015,260.13,18.658,7.7961,188.11,62.598,43.656,9203.2
"Feb 2005",1.6935,2.6700,5.8124,,0.76846,1.6475,4.5690,5.0407,504.07,91.706,1.5030,0.90225,0.00236696,261.85,18.722,7.7997,187.21,62.032,43.622,9254.9
"Mar 2005",1.6705,2.6700,5.8037,,0.75803,1.6352,4.5070,4.9723,497.23,90.462,1.4826,0.90389,0.00230287,258.30,18.760,7.7996,185.67,60.010,43.634,9378.4
"Apr 2005",1.7028,2.6700,5.8002,,0.77269,1.6554,4.5942,5.0685,506.83,92.206,1.5112,0.90379,0.00232993,263.29,18.810,7.7987,191.71,62.358,43.688,9553.6
"May 2005",1.7365,2.6701,5.8017,,0.78801,1.6627,4.6853,5.1690,516.92,94.035,1.5412,0.90418,0.00236949,268.51,18.848,7.7914,198.58,64.897,43.453,9470.5
"Jun 2005",1.8130,2.6700,5.7993,,0.82270,1.6806,4.8916,5.3966,539.67,98.181,1.6091,0.90436,0.00233380,280.34,18.857,7.7758,204.70,65.220,43.556,9635.0
"Jul 2005",1.8314,2.6700,5.7819,,0.83107,1.7101,4.9413,5.4515,545.14,99.173,1.6254,0.90373,0.00235914,283.19,18.860,7.7755,204.58,65.116,43.475,9821.2
"Aug 2005",1.7919,2.6700,5.7731,,0.81313,1.6882,4.8347,5.3338,533.39,97.020,1.5903,0.90529,0.00228223,277.07,18.860,7.7711,198.82,63.696,43.593,10020.5
"Sep 2005",1.8014,2.7991,5.7667,,0.81745,1.6883,4.8603,5.3621,536.23,97.545,1.5988,0.90585,0.00219400,278.55,18.860,7.7621,201.22,62.156,43.874,10241.4
"Oct 2005",1.8332,2.6700,5.7611,,0.83187,1.7050,4.9460,5.4567,545.66,99.264,1.6270,0.90722,0.00212816,283.46,18.860,7.7562,209.44,60.930,44.791,10082.7
"Nov 2005",1.8696,2.6748,5.7604,,0.84837,1.7339,5.0442,5.5650,556.49,101.232,1.6593,0.90820,0.00210043,289.08,18.875,7.7540,213.17,61.894,45.668,10050.0
"Dec 2005",1.8580,2.6904,5.7476,,0.84310,1.7235,5.0129,5.5304,553.03,100.603,1.6490,0.90953,0.00195929,287.29,18.896,7.7534,213.04,63.603,45.606,9864.6
"Jan 2006",1.8175,2.6903,5.7367,,0.82475,1.7158,4.9037,5.4100,541.02,98.419,1.6131,0.90989,0.00181716,281.03,18.895,7.7540,206.77,61.540,44.209,9464.7
"Feb 2006",1.8459,2.6904,5.7350,,0.83761,1.7336,4.9802,5.4944,549.39,99.970,1.6382,0.91218,0.00180178,285.42,18.895,7.7597,210.84,64.243,44.247,9258.1
"Mar 2006",1.8323,2.6736,5.7406,,0.83145,1.7650,4.9436,5.4540,545.37,99.219,1.6262,0.91260,0.00179581,283.32,18.895,7.7594,217.01,69.755,44.351,9158.1
"Apr 2006",1.7945,2.6699,5.7511,,0.81432,1.7628,4.8417,5.3416,534.15,97.177,1.5927,0.91425,0.00163916,277.48,18.895,7.7576,216.28,75.029,44.831,8928.4
"May 2006",1.7268,2.6700,5.7637,,0.78361,1.7193,4.6591,5.1401,514.01,93.510,1.5326,0.91418,0.00147455,267.02,18.895,7.7543,205.54,71.841,45.239,9012.2
"Jun 2006",1.7409,2.6700,5.7611,,0.78997,1.7498,4.6969,5.1818,518.16,94.275,1.5450,0.91641,0.00167992,269.18,18.895,7.7639,215.40,74.538,45.911,9360.4
"Jul 2006",1.7380,2.6700,5.7503,,0.78867,1.7410,4.6892,5.1734,517.34,94.112,1.5425,0.91996,0.00157583,268.74,18.895,7.7738,218.31,74.144,46.381,9129.0
"Aug 2006",1.7208,2.6700,5.7441,,0.78085,1.7207,4.6427,5.1220,512.19,93.183,1.5272,0.92178,0.00158346,266.07,18.895,7.7765,214.36,70.267,46.456,9101.8
"Sep 2006",1.7323,2.6700,5.7403,,0.78610,1.7199,4.6739,5.1565,515.64,93.804,1.5375,0.92019,0.00167726,267.86,18.895,7.7829,215.71,70.287,45.990,9153.0
"Oct 2006",1.7467,,5.7376,,0.79262,1.7216,4.7127,5.1993,519.95,94.588,1.5502,0.92257,0.00170646,270.09,18.895,7.7852,211.15,68.414,45.359,9182.8
"Nov 2006",1.7093,,5.7240,,0.77566,1.6942,4.6119,5.0880,508.80,92.560,1.5171,0.92267,0.00159411,264.31,18.895,7.7818,200.67,69.270,44.730,9134.8
"Dec 2006",1.6684,,5.7151,,0.75707,1.6672,4.5013,4.9661,496.60,90.339,1.4807,0.92202,0.00158820,257.97,18.895,7.7733,192.27,69.536,44.503,9098.1
"Jan 2007",1.6966,,5.7046,,0.76988,1.6741,4.5775,5.0501,505.00,91.879,1.5058,0.92329,0.00158622,262.34,18.895,7.8002,195.65,70.048,44.205,9077.6
"Feb 2007",1.6845,,5.6981,,0.76440,1.6760,4.5449,5.0141,501.43,91.216,1.4950,0.92543,0.00150469,260.47,18.895,7.8118,193.69,67.316,44.018,9068.0
"Mar 2007",1.6638,,5.7007,,0.75501,1.6577,4.4891,4.9525,495.25,90.094,1.4767,0.92718,0.00152721,257.27,18.895,7.8134,188.37,66.971,43.786,9172.4
"Apr 2007",1.6301,,5.6906,,0.73973,1.6198,4.3982,4.8523,485.21,88.272,1.4468,0.92706,0.00147219,252.06,18.895,7.8156,181.96,65.441,42.008,9092.1
"May 2007",1.6303,,5.6903,,0.73981,1.6178,4.3987,4.8529,485.31,88.288,1.4469,0.92823,0.00149890,252.09,18.895,7.8188,183.90,63.013,40.573,8840.3
"Jun 2007",1.6421,,5.6955,,0.74515,1.6023,4.4305,4.8879,488.78,88.924,1.4574,0.92816,0.00152584,253.91,18.897,7.8145,186.24,62.742,40.581,8980.8
"Jul 2007",1.6056,,5.6839,,0.72857,1.5669,4.3319,4.7791,477.89,86.935,1.4250,0.92974,0.00150176,248.26,18.895,7.8198,180.07,60.556,40.293,9073.5
"Aug 2007",1.6183,,5.6577,,0.73437,1.6177,4.3664,4.8172,481.71,87.630,1.4363,0.93571,0.00150356,250.24,18.896,7.8151,187.48,65.070,40.712,9372.5
"Sep 2007",1.5830,,5.6298,,0.71831,1.6064,4.2709,4.7118,471.17,85.721,1.4049,0.94230,0.00139934,244.77,18.895,7.7819,181.88,63.631,40.131,9298.5
"Oct 2007",1.5481,,5.5425,,0.70249,1.5520,4.1768,4.6080,460.78,83.823,1.3739,0.94838,0.00132428,239.37,18.894,7.7547,176.27,60.666,39.399,9102.9
"Nov 2007",1.5010,,5.5128,,0.68111,1.5385,4.0497,4.4678,446.79,81.279,1.3321,0.96950,0.00124066,232.09,18.893,7.7778,173.29,60.842,39.347,9276.5
"Dec 2007",1.5136,,5.5317,,0.68686,1.5564,4.0839,4.5055,450.56,81.959,1.3434,0.96849,0.00124821,234.05,18.895,7.7982,173.94,62.334,39.363,9348.7
"Jan 2008",1.4977,,5.5116,,0.67964,1.5445,4.0410,4.4582,445.83,81.100,1.3293,0.96696,0.00112488,231.59,18.895,7.8050,173.99,64.134,39.270,9401.9
"Feb 2008",1.4940,,5.5088,,0.67794,1.5153,4.0308,4.4470,444.70,80.897,1.3259,0.97018,0.00108493,231.01,18.895,7.7968,177.75,66.553,39.681,9186.0
"Mar 2008",1.4199,,5.4708,,0.64431,1.4909,3.8309,4.2264,422.65,76.892,1.2602,0.97122,0.00103336,219.55,18.894,7.7818,167.47,72.478,40.198,9163.6
"Apr 2008",1.3990,,5.4237,,0.63484,1.4917,3.7746,4.1643,416.41,75.754,1.2416,0.99541,0.00109980,216.32,18.898,7.7913,160.79,74.010,39.982,9205.8
"May 2008",1.4158,,5.3567,,0.64248,1.4916,3.8200,4.2144,421.44,76.672,1.2566,1.01030,0.00112719,218.92,18.897,7.7992,159.09,75.601,42.035,9270.3
"Jun 2008",1.4162,,5.3437,,0.64267,1.4984,3.8211,4.2156,421.57,76.688,1.2569,1.06569,0.00112461,218.99,18.897,7.8076,155.89,79.283,42.764,9279.3
"Jul 2008",1.3988,,5.3129,,0.63473,1.4964,3.7739,4.1636,416.35,75.742,1.2414,1.11557,0.00106461,216.28,18.896,7.8004,147.07,78.483,42.758,9164.8
"Aug 2008",1.4771,,5.3318,,0.67029,1.5743,3.9854,4.3968,439.71,79.989,1.3110,1.15657,0.00119861,228.40,18.896,7.8081,158.18,81.738,42.966,9164.6
"Sep 2008",1.5375,,5.4344,,0.69768,1.6251,4.1482,4.5765,457.65,83.252,1.3645,1.15729,0.00120545,237.73,18.897,7.7857,167.84,91.918,45.538,9346.5
"Oct 2008",1.6632,,5.5425,,0.75473,1.7559,4.4874,4.9507,495.06,90.062,1.4761,1.16682,0.00124915,257.17,18.899,7.7591,197.45,113.882,48.505,9957.1
"Nov 2008",1.7285,,5.5278,,0.78438,1.8181,4.6637,5.1452,514.53,93.603,1.5341,1.19105,0.00131456,267.28,18.896,7.7510,207.69,135.442,48.875,11598.8
"Dec 2008",1.6375,,5.5119,,0.74307,1.8022,4.4181,4.8742,487.41,88.677,1.4533,1.24019,0.00122838,253.20,18.895,7.7506,196.67,123.730,48.540,11228.5
"Jan 2009",1.6653,,5.5256,,0.75566,1.8006,4.4929,4.9568,495.68,90.177,1.4779,1.29957,0.00116593,257.49,18.890,7.7566,212.05,123.479,48.711,11104.8
"Feb 2009",1.7226,,5.5677,,0.78167,1.8501,4.6476,5.1274,512.72,93.284,1.5288,1.36902,0.00106133,266.36,18.883,7.7535,233.31,113.781,49.239,11824.9
"Mar 2009",1.6902,,5.6336,,0.76699,1.8303,4.5603,5.0311,503.11,91.526,1.5001,1.40421,0.00108227,261.35,18.886,7.7532,233.70,115.154,51.142,11833.6
"Apr 2009",1.6696,,5.6316,,0.75762,2.0195,4.5046,4.9697,496.97,90.404,1.4818,1.42857,0.00112360,258.16,18.894,7.7502,222.65,126.860,49.974,11018.1
"May 2009",1.6126,,5.6223,,0.73178,2.1321,4.3510,4.8002,480.02,87.328,1.4312,1.46039,0.00107695,249.35,18.894,7.7509,206.38,126.310,48.517,10363.3
"Jun 2009",1.5727,,5.5969,,0.71364,2.0623,4.2431,4.6812,468.13,85.150,1.3958,1.48775,0.00105783,243.17,18.895,7.7505,200.08,126.648,47.700,10174.0
